,v2_impactScore,v2_accessVector,v2_userInteractionRequired,v2_accessComplexity,v2_baseScore,v3_score
6904,2.9,1,0,0.71,5.0,7.5
6905,2.9,1,0,0.71,5.0,7.5
6906,2.9,1,1,0.61,4.3,6.1
6907,6.4,1,1,0.61,6.8,8.8
6908,6.4,1,0,0.71,6.5,8.8
6909,6.4,1,0,0.71,7.5,9.8
6910,6.4,1,0,0.71,6.5,8.8
6911,4.9,1,0,0.61,5.8,7.1
6912,2.9,1,1,0.61,4.3,6.1
6913,2.9,1,1,0.61,4.3,6.1
6914,6.4,1,0,0.71,7.5,9.8
6915,10.0,0.395,0,0.71,7.2,7.8
6916,2.9,1,1,0.61,4.3,6.1
6917,6.4,1,1,0.61,6.8,8.8
6918,6.4,1,1,0.61,6.8,8.8
6919,2.9,1,1,0.61,4.3,6.1
6920,2.9,1,1,0.61,4.3,6.1
6921,10.0,0.395,1,0.61,6.9,7.8
6922,2.9,1,1,0.61,3.5,5.4
6923,10.0,1,0,0.71,9.0,8.8
6924,6.4,1,0,0.71,7.5,9.8
6925,6.4,1,0,0.71,7.5,9.8
6926,2.9,1,0,0.71,5.0,7.5
6927,2.9,1,1,0.61,4.3,6.1
6928,6.4,1,1,0.61,6.8,8.8
6929,10.0,0.395,1,0.61,6.9,7.8
6930,2.9,1,0,0.71,5.0,7.5
6931,2.9,1,0,0.71,5.0,7.5
6932,6.4,1,0,0.71,7.5,9.8
6933,2.9,1,1,0.61,3.5,5.4
6934,2.9,1,1,0.61,4.3,6.1
6935,6.4,1,0,0.71,7.5,9.8
6936,2.9,1,1,0.61,4.3,6.1
6937,6.4,1,0,0.71,7.5,9.8
6938,6.4,1,0,0.71,7.5,9.8
6939,6.4,1,0,0.71,7.5,9.8
6940,2.9,1,1,0.61,4.3,6.1
6941,2.9,1,1,0.61,4.3,6.1
6942,2.9,1,1,0.61,3.5,5.4
6943,2.9,1,1,0.61,3.5,5.4
6944,2.9,1,1,0.61,3.5,5.4
6945,2.9,0.395,0,0.71,2.1,3.3
6946,6.4,1,0,0.71,7.5,9.8
6947,2.9,1,0,0.71,5.0,5.3
6948,2.9,1,0,0.71,5.0,5.3
6949,6.4,1,0,0.71,7.5,9.8
6950,6.4,1,0,0.71,6.5,8.8
6951,6.4,1,0,0.71,7.5,9.8
6952,6.4,1,0,0.71,7.5,9.8
6953,10.0,1,0,0.71,10.0,9.8
6954,6.4,1,1,0.61,6.8,8.8
6955,10.0,1,0,0.71,9.0,8.8
6956,10.0,1,0,0.71,9.0,7.2
6957,10.0,1,0,0.71,9.0,7.2
6958,10.0,1,0,0.71,10.0,9.8
6959,4.9,1,0,0.71,6.4,9.1
6960,2.9,1,0,0.71,5.0,7.5
6961,10.0,1,0,0.71,10.0,9.8
6962,6.4,1,0,0.71,7.5,9.8
6963,2.9,1,0,0.71,5.0,7.5
6964,10.0,1,0,0.71,9.0,8.8
6965,2.9,1,0,0.71,5.0,7.2
6966,6.4,1,0,0.71,7.5,9.8
6967,2.9,1,1,0.61,4.3,6.1
6968,2.9,1,1,0.61,4.3,6.1
6969,2.9,1,0,0.71,5.0,9.8
6970,6.4,0.395,1,0.61,4.4,7.8
6971,6.4,0.395,1,0.61,4.4,7.8
6972,6.4,0.395,1,0.61,4.4,7.8
6973,6.4,0.395,1,0.61,4.4,7.8
6974,6.4,0.395,1,0.61,4.4,7.8
6975,6.4,1,1,0.61,6.8,7.8
6976,6.4,1,0,0.71,7.5,10.0
6977,2.9,1,1,0.61,4.3,6.1
6978,6.4,1,0,0.71,7.5,9.8
6979,2.9,1,1,0.61,4.3,6.1
6980,6.4,1,0,0.71,6.5,9.1
6981,6.4,1,0,0.71,6.5,7.2
6982,6.4,1,0,0.71,7.5,9.8
6983,2.9,1,1,0.61,4.3,6.1
6984,6.4,1,0,0.71,7.5,9.8
6985,6.4,1,0,0.71,7.5,9.8
6986,6.4,1,0,0.71,7.5,9.8
6987,6.4,1,0,0.71,7.5,9.8
6988,2.9,1,0,0.71,5.0,7.5
6989,6.4,1,0,0.71,7.5,9.8
6990,2.9,1,0,0.71,5.0,9.8
6991,2.9,1,0,0.71,5.0,7.5
6992,6.4,1,0,0.71,7.5,9.8
6993,2.9,1,0,0.71,5.0,9.8
6994,6.9,1,0,0.71,7.8,7.5
6995,10.0,1,0,0.71,9.0,8.8
6996,2.9,1,1,0.61,4.3,6.1
6997,2.9,1,0,0.71,5.0,7.5
6998,6.4,1,0,0.71,7.5,9.8
6999,6.9,1,1,0.61,7.1,5.5
7000,2.9,1,1,0.61,4.3,5.5
7001,2.9,1,1,0.61,4.3,5.5
7002,2.9,1,0,0.71,5.0,7.5
7003,2.9,1,0,0.71,5.0,7.5
7004,2.9,1,0,0.71,5.0,7.5
7005,10.0,1,0,0.71,9.0,8.8
7006,2.9,1,1,0.61,4.3,6.1
7007,2.9,1,1,0.61,4.3,6.1
7008,2.9,1,0,0.71,5.0,7.5
7009,2.9,1,0,0.61,4.3,6.1
7010,2.9,1,1,0.61,4.3,6.1
7011,2.9,1,0,0.71,5.0,7.5
7012,2.9,1,1,0.61,4.3,6.1
7013,10.0,0.395,0,0.71,7.2,7.8
7014,10.0,0.395,0,0.71,7.2,7.8
7015,6.9,0.395,0,0.71,4.9,5.5
7016,2.9,1,0,0.71,4.0,6.5
7017,4.9,1,0,0.71,6.4,8.2
7018,2.9,1,0,0.71,5.0,7.5
7019,6.4,1,0,0.71,7.5,9.8
7020,2.9,1,0,0.71,5.0,7.5
7021,6.4,1,0,0.71,7.5,9.8
7022,2.9,1,0,0.71,5.0,7.5
7023,2.9,1,0,0.71,5.0,7.5
7024,4.9,1,0,0.71,6.4,9.1
7025,6.4,1,1,0.61,6.8,7.8
7026,6.4,1,1,0.61,6.8,7.8
7027,4.9,1,1,0.61,5.8,7.1
7028,6.4,1,1,0.61,6.8,7.8
7029,6.4,1,1,0.61,6.8,7.8
7030,2.9,0.395,0,0.71,2.1,5.5
7031,2.9,0.395,0,0.71,2.1,5.5
7032,2.9,0.395,0,0.71,2.1,5.5
7033,2.9,0.395,0,0.71,2.1,5.5
7034,2.9,1,1,0.61,4.3,6.1
7035,6.4,1,0,0.71,6.5,8.8
7036,10.0,1,0,0.71,10.0,9.8
7037,6.4,0.395,0,0.71,4.6,7.8
7038,2.9,1,0,0.71,5.0,7.5
7039,6.9,0.646,0,0.71,6.1,7.4
7040,6.4,1,0,0.71,7.5,9.8
7041,10.0,0.646,0,0.71,8.3,8.8
7042,6.4,1,1,0.61,6.8,8.8
7043,10.0,1,0,0.71,9.0,8.8
7044,2.9,0.395,0,0.71,2.1,3.3
7045,6.4,0.395,0,0.71,4.6,7.8
7046,2.9,1,0,0.61,4.3,7.5
7047,2.9,1,0,0.71,5.0,7.5
7048,2.9,1,0,0.71,5.0,5.3
7049,2.9,1,0,0.71,5.0,5.3
7050,2.9,1,0,0.71,5.0,7.5
7051,6.4,1,1,0.61,6.8,8.8
7052,6.4,1,1,0.61,6.8,9.6
7053,2.9,1,1,0.61,4.3,6.5
7054,6.4,1,1,0.61,6.8,9.6
7055,6.4,1,1,0.61,6.8,9.6
7056,6.4,1,0,0.61,6.8,9.8
7057,2.9,1,0,0.61,4.3,5.3
7058,4.9,1,0,0.71,6.4,9.1
7059,10.0,1,0,0.71,10.0,9.8
7060,6.9,0.395,0,0.71,4.9,5.5
7061,4.9,1,0,0.61,4.9,6.8
7062,2.9,1,0,0.71,5.0,7.5
7063,2.9,1,0,0.71,5.0,7.5
7064,2.9,1,1,0.61,4.3,6.1
7065,4.9,0.395,0,0.71,3.6,7.1
7066,10.0,1,0,0.71,9.0,7.2
7067,4.9,1,0,0.71,5.5,7.1
7068,4.9,1,0,0.71,5.5,6.5
7069,4.9,1,0,0.71,5.5,4.9
7070,2.9,1,0,0.71,4.0,2.7
7071,4.9,1,0,0.71,5.5,2.7
7072,2.9,1,0,0.71,4.0,4.3
7073,2.9,1,0,0.61,4.3,3.7
7074,10.0,1,0,0.71,9.0,9.1
7075,2.9,1,1,0.61,4.3,6.1
7076,6.4,1,1,0.61,6.8,7.8
7077,6.4,1,1,0.61,6.8,7.8
7078,6.4,1,1,0.61,6.8,7.8
7079,6.4,1,1,0.61,6.8,7.8
7080,6.4,1,1,0.61,6.8,7.8
7081,6.4,1,1,0.61,6.8,7.8
7082,6.4,1,1,0.61,6.8,7.8
7083,2.9,1,1,0.61,4.3,6.1
7084,10.0,1,1,0.61,9.3,7.8
7085,10.0,0.395,1,0.61,6.9,7.8
7086,10.0,0.395,1,0.61,6.9,7.8
7087,2.9,1,1,0.61,4.3,7.8
7088,6.4,1,1,0.61,6.8,7.8
7089,10.0,0.395,1,0.61,6.9,7.8
7090,10.0,0.395,1,0.61,6.9,7.8
7091,10.0,0.395,0,0.71,7.2,7.8
7092,2.9,1,1,0.61,4.3,3.3
7093,2.9,1,1,0.61,4.3,3.3
7094,6.4,1,1,0.35,5.1,7.7
7095,6.4,1,1,0.61,6.8,7.8
7096,6.4,1,1,0.61,6.8,7.8
7097,4.9,1,1,0.61,5.8,4.4
7098,6.4,1,1,0.61,6.8,7.8
7099,10.0,1,1,0.61,9.3,7.8
7100,2.9,1,1,0.61,4.3,3.3
7101,6.4,1,1,0.61,6.8,7.8
7102,6.4,1,1,0.61,6.8,7.8
7103,6.4,1,1,0.61,6.8,7.8
7104,2.9,1,1,0.61,4.3,3.3
7105,2.9,0.395,1,0.35,1.2,2.8
7106,6.4,0.395,1,0.35,3.7,7.0
7107,2.9,1,1,0.61,4.3,5.5
7108,2.9,1,1,0.61,4.3,6.1
7109,2.9,1,1,0.61,4.3,6.1
7110,2.9,1,0,0.71,5.0,5.8
7111,2.9,1,1,0.61,3.5,9.0
7112,6.4,0.395,1,0.35,3.7,7.0
7113,2.9,1,0,0.71,5.0,7.5
7114,6.4,0.395,0,0.71,4.6,7.8
7115,6.4,0.395,0,0.71,4.6,7.6
7116,2.9,0.395,0,0.71,2.1,5.5
7117,6.4,0.395,0,0.71,4.6,7.8
7118,2.9,1,0,0.71,5.0,5.3
7119,6.4,1,0,0.71,6.5,8.8
7120,4.9,1,1,0.61,5.8,6.1
7121,10.0,1,0,0.71,9.0,7.2
7122,2.9,1,1,0.61,4.3,6.1
7123,2.9,1,0,0.71,5.0,7.5
7124,10.0,0.395,0,0.71,7.2,7.8
7125,10.0,0.395,0,0.71,7.2,7.8
7126,4.9,0.395,0,0.71,3.6,7.1
7127,10.0,0.395,0,0.71,7.2,7.8
7128,2.9,1,0,0.71,5.0,7.5
7129,10.0,1,0,0.71,9.0,9.1
7130,10.0,0.395,0,0.71,7.2,7.8
7131,10.0,0.395,0,0.71,7.2,7.8
7132,2.9,0.395,0,0.71,2.1,5.5
7133,2.9,0.395,0,0.71,2.1,5.5
7134,2.9,1,0,0.61,4.3,7.5
7135,10.0,0.395,1,0.61,6.9,7.8
7136,2.9,1,0,0.71,4.0,6.5
7137,2.9,1,0,0.71,4.0,4.3
7138,2.9,1,1,0.61,4.3,6.5
7139,2.9,1,0,0.71,5.0,7.5
7140,10.0,1,0,0.71,9.0,8.8
7141,2.9,1,0,0.71,5.0,7.5
7142,10.0,0.395,1,0.61,6.9,7.8
7143,2.9,1,0,0.71,5.0,7.5
7144,2.9,0.646,0,0.71,3.3,6.5
7145,6.4,0.646,0,0.71,5.8,8.8
7146,6.4,0.646,0,0.61,5.4,7.5
7147,10.0,0.646,0,0.71,7.7,8.0
7148,2.9,1,1,0.61,4.3,6.1
7149,2.9,1,0,0.71,5.0,7.5
7150,2.9,1,0,0.71,5.0,7.5
7151,2.9,1,0,0.71,5.0,5.3
7152,4.9,1,0,0.71,6.4,9.1
7153,4.9,1,0,0.71,6.4,9.1
7154,4.9,1,0,0.71,5.5,6.5
7155,2.9,1,0,0.71,5.0,5.3
7156,6.4,1,0,0.71,6.5,7.2
7157,6.4,1,1,0.61,6.8,9.6
7158,2.9,1,0,0.71,5.0,5.3
7159,4.9,1,1,0.61,5.8,6.1
7160,2.9,1,1,0.61,4.3,6.1
7161,2.9,1,1,0.61,4.3,6.1
7162,2.9,1,1,0.61,4.3,6.1
7163,2.9,1,1,0.61,4.3,6.1
7164,6.9,1,0,0.61,7.1,7.5
7165,2.9,1,1,0.61,4.3,6.1
7166,2.9,0.395,0,0.61,1.9,4.7
7167,4.9,1,0,0.61,4.9,6.8
7168,6.4,1,0,0.71,6.5,8.8
7169,2.9,1,0,0.71,5.0,5.3
7170,6.4,1,0,0.61,6.8,8.1
7171,2.9,1,0,0.71,4.0,6.5
7172,2.9,1,0,0.61,4.3,5.9
7173,2.9,0.395,0,0.71,2.1,7.8
7174,6.4,1,0,0.71,6.5,8.8
7175,2.9,1,0,0.71,4.0,4.9
7176,2.9,0.646,0,0.71,3.3,6.5
7177,2.9,1,0,0.71,5.0,7.5
7178,2.9,1,0,0.71,5.0,7.5
7179,6.4,1,0,0.71,7.5,9.8
7180,2.9,1,1,0.61,3.5,5.4
7181,6.4,1,0,0.71,6.5,8.8
7182,10.0,1,0,0.71,10.0,9.8
7183,10.0,1,0,0.71,9.0,8.8
7184,10.0,1,0,0.71,9.0,7.2
7185,10.0,1,0,0.71,9.0,7.2
7186,10.0,1,0,0.71,10.0,9.8
7187,10.0,1,0,0.71,10.0,9.8
7188,10.0,1,0,0.71,9.0,7.2
7189,10.0,1,0,0.71,9.0,7.2
7190,10.0,1,0,0.71,10.0,9.8
7191,10.0,1,0,0.71,10.0,9.8
7192,2.9,1,0,0.71,5.0,7.5
7193,10.0,1,0,0.71,10.0,9.8
7194,10.0,1,0,0.71,10.0,9.8
7195,10.0,1,0,0.71,10.0,9.8
7196,10.0,1,0,0.71,10.0,9.8
7197,10.0,1,0,0.71,10.0,9.8
7198,10.0,1,0,0.71,10.0,9.8
7199,10.0,1,0,0.71,10.0,9.8
7200,6.4,1,0,0.61,6.8,9.8
7201,2.9,1,1,0.61,4.3,3.3
7202,2.9,0.395,0,0.61,1.9,5.1
7203,2.9,1,1,0.61,4.3,6.5
7204,6.4,0.395,0,0.61,4.4,7.8
7205,2.9,1,0,0.71,5.0,7.5
7206,6.4,1,0,0.71,7.5,9.8
7207,2.9,1,0,0.35,2.6,5.9
7208,2.9,1,1,0.61,3.5,5.4
7209,2.9,1,0,0.71,4.0,6.5
7210,2.9,1,1,0.61,3.5,5.4
7211,2.9,1,1,0.61,3.5,5.4
7212,2.9,1,1,0.61,3.5,5.4
7213,6.4,1,0,0.71,7.5,9.8
7214,10.0,1,0,0.71,9.0,8.8
7215,6.4,1,0,0.71,7.5,9.8
7216,6.4,0.395,0,0.71,4.6,7.8
7217,6.4,1,0,0.71,6.5,8.8
7218,6.4,1,0,0.71,6.5,8.8
7219,10.0,1,0,0.71,10.0,9.8
7220,6.4,0.395,0,0.71,4.6,7.0
7221,6.4,1,0,0.71,7.5,9.8
7222,4.9,0.395,0,0.71,3.6,7.1
7223,2.9,0.395,0,0.71,2.1,3.3
7224,6.4,1,0,0.35,5.1,8.1
7225,2.9,1,0,0.61,4.3,7.5
7226,6.4,1,0,0.61,6.8,9.8
7227,2.9,1,1,0.61,4.3,6.1
7228,4.9,1,0,0.71,5.5,5.4
7229,2.9,1,1,0.61,4.3,6.1
7230,6.4,1,1,0.61,6.8,8.8
7231,2.9,1,1,0.61,4.3,6.1
7232,6.4,1,1,0.61,6.8,8.8
7233,2.9,1,1,0.61,4.3,6.1
7234,10.0,1,1,0.61,9.3,7.8
7235,2.9,1,1,0.61,3.5,5.4
7236,2.9,1,1,0.61,3.5,5.4
7237,2.9,1,0,0.71,5.0,5.3
7238,2.9,1,1,0.61,4.3,6.5
7239,2.9,1,1,0.61,3.5,5.4
7240,2.9,1,0,0.71,5.0,7.5
7241,6.4,1,0,0.61,6.8,9.8
7242,6.4,1,0,0.61,6.8,9.8
7243,6.4,0.395,0,0.71,4.6,7.8
7244,10.0,0.395,0,0.71,7.2,7.8
7245,10.0,0.395,0,0.71,7.2,8.2
7246,10.0,1,0,0.71,10.0,9.8
7247,4.9,0.395,1,0.61,3.3,5.7
7248,2.9,1,0,0.35,2.6,5.9
7249,2.9,1,1,0.61,3.5,4.8
7250,2.9,1,1,0.61,4.3,6.5
7251,6.4,1,0,0.61,6.8,8.1
7252,6.4,1,0,0.71,7.5,9.8
7253,2.9,1,0,0.71,5.0,7.5
7254,10.0,1,0,0.71,10.0,9.8
7255,2.9,1,1,0.61,4.3,6.1
7256,6.4,1,1,0.61,6.8,7.8
7257,2.9,1,0,0.71,4.0,6.5
7258,2.9,1,1,0.61,4.3,4.3
7259,10.0,0.395,0,0.71,7.2,7.8
7260,6.4,1,0,0.71,6.5,8.8
7261,2.9,1,1,0.61,3.5,5.4
7262,2.9,1,1,0.61,3.5,5.4
7263,6.9,0.395,0,0.71,4.9,5.5
7264,2.9,1,0,0.71,5.0,9.8
7265,6.4,1,0,0.71,7.5,9.8
7266,6.4,1,1,0.35,5.1,7.8
7267,2.9,1,1,0.35,2.6,5.5
7268,2.9,1,1,0.61,3.5,8.9
7269,2.9,1,0,0.71,4.0,6.5
7270,6.4,1,0,0.71,6.5,7.2
7271,2.9,1,1,0.61,4.3,6.1
7272,2.9,1,1,0.61,4.3,6.1
7273,2.9,1,1,0.61,4.3,6.1
7274,2.9,1,1,0.61,4.3,6.1
7275,2.9,1,1,0.61,4.3,6.1
7276,10.0,1,0,0.71,10.0,9.8
7277,2.9,1,1,0.61,4.3,6.1
7278,6.4,1,0,0.71,6.5,7.2
7279,2.9,1,1,0.61,3.5,5.4
7280,2.9,1,1,0.61,3.5,7.5
7281,2.9,1,0,0.71,5.0,5.3
7282,2.9,1,1,0.61,4.3,6.1
7283,2.9,1,1,0.61,4.3,6.1
7284,2.9,1,0,0.61,4.3,7.5
7285,2.9,1,0,0.61,4.3,7.5
7286,6.4,1,0,0.71,6.5,7.2
7287,10.0,1,0,0.71,9.0,8.8
7288,2.9,1,1,0.61,4.3,6.1
7289,10.0,0.395,0,0.71,7.2,7.8
7290,2.9,1,1,0.61,4.3,6.1
7291,2.9,1,1,0.61,3.5,5.4
7292,2.9,1,1,0.61,4.3,6.1
7293,6.4,1,0,0.71,6.5,8.8
7294,4.9,1,0,0.71,6.4,6.5
7295,6.4,1,0,0.71,7.5,9.8
7296,2.9,1,1,0.61,4.3,6.1
7297,2.9,1,0,0.71,5.0,5.3
7298,10.0,1,0,0.71,9.0,7.2
7299,6.4,1,0,0.61,6.8,9.8
7300,2.9,1,0,0.71,4.0,7.2
7301,2.9,1,0,0.71,5.0,7.5
7302,6.4,1,1,0.61,6.8,7.8
7303,6.4,1,1,0.61,6.8,7.8
7304,4.9,1,0,0.71,6.4,6.5
7305,6.4,1,0,0.71,7.5,9.8
7306,6.4,1,0,0.71,7.5,9.8
7307,6.4,1,0,0.71,7.5,9.8
7308,6.4,1,0,0.71,7.5,9.8
7309,2.9,1,0,0.71,5.0,9.8
7310,2.9,1,0,0.71,5.0,7.5
7311,6.4,1,0,0.71,7.5,9.8
7312,2.9,1,1,0.61,4.3,6.5
7313,4.9,1,0,0.71,6.4,9.1
7314,6.4,1,0,0.71,7.5,8.3
7315,2.9,1,0,0.71,5.0,7.5
7316,2.9,1,0,0.61,4.3,7.5
7317,6.4,1,0,0.71,7.5,9.8
7318,6.4,1,0,0.71,7.5,9.8
7319,6.4,1,0,0.71,7.5,9.8
7320,6.4,1,0,0.71,7.5,9.8
7321,2.9,1,0,0.71,4.0,4.3
7322,2.9,1,0,0.71,4.0,4.3
7323,2.9,1,1,0.61,3.5,5.4
7324,10.0,0.395,0,0.71,7.2,7.8
7325,2.9,1,0,0.71,5.0,7.5
7326,2.9,1,1,0.61,4.3,6.1
7327,2.9,1,0,0.71,4.0,6.5
7328,10.0,0.395,0,0.71,7.2,6.7
7329,10.0,1,0,0.71,9.0,8.8
7330,10.0,0.395,0,0.71,7.2,8.2
7331,4.9,1,0,0.71,5.5,8.1
7332,2.9,1,0,0.71,5.0,7.5
7333,6.4,1,0,0.71,6.5,8.8
7334,6.4,1,0,0.71,6.5,7.2
7335,4.9,0.395,0,0.71,3.6,7.1
7336,4.9,0.395,0,0.71,3.6,7.1
7337,6.4,0.395,1,0.61,4.4,7.8
7338,2.9,0.395,0,0.71,2.1,5.5
7339,2.9,0.395,0,0.71,2.1,5.5
7340,2.9,0.395,0,0.71,2.1,4.6
7341,6.4,1,0,0.71,7.5,9.8
7342,2.9,0.395,0,0.71,2.1,2.3
7343,2.9,1,0,0.71,5.0,7.5
7344,2.9,1,0,0.71,5.0,7.5
7345,6.4,1,0,0.71,7.5,9.8
7346,6.4,1,0,0.71,7.5,9.8
7347,4.9,1,0,0.71,6.4,9.1
7348,6.4,1,0,0.71,7.5,9.8
7349,2.9,1,0,0.71,5.0,7.5
7350,6.4,1,0,0.71,7.5,9.8
7351,6.4,1,0,0.71,7.5,9.8
7352,2.9,1,0,0.71,5.0,7.5
7353,6.4,0.395,0,0.71,4.6,7.8
7354,6.4,1,0,0.71,7.5,9.8
7355,6.4,1,0,0.71,7.5,9.8
7356,2.9,1,0,0.71,5.0,7.5
7357,2.9,1,0,0.71,5.0,7.5
7358,6.9,1,0,0.71,7.8,7.5
7359,6.4,1,0,0.71,7.5,9.8
7360,6.4,0.646,0,0.71,5.8,8.8
7361,2.9,1,0,0.71,5.0,7.5
7362,6.4,1,0,0.71,7.5,9.8
7363,6.4,1,1,0.61,6.8,8.8
7364,2.9,1,1,0.61,3.5,5.4
7365,2.9,1,0,0.71,5.0,5.3
7366,6.4,1,0,0.71,7.5,9.8
7367,2.9,1,0,0.71,5.0,7.5
7368,10.0,1,0,0.71,9.0,8.8
7369,6.4,1,0,0.71,6.5,7.2
7370,2.9,0.395,0,0.71,2.1,3.2
7371,6.4,0.395,0,0.61,4.4,5.0
7372,2.9,1,1,0.61,4.3,6.1
7373,2.9,1,1,0.61,4.3,6.1
7374,2.9,1,1,0.61,4.3,6.1
7375,2.9,1,1,0.61,4.3,6.1
7376,2.9,1,1,0.61,4.3,6.1
7377,2.9,1,1,0.61,4.3,6.1
7378,2.9,1,1,0.61,4.3,6.1
7379,2.9,1,1,0.61,4.3,6.1
7380,10.0,1,0,0.71,10.0,9.8
7381,6.4,1,1,0.61,6.8,8.8
7382,6.4,1,0,0.71,6.5,8.8
7383,6.4,1,1,0.35,5.1,7.5
7384,2.9,1,1,0.61,4.3,6.1
7385,2.9,1,1,0.61,3.5,5.4
7386,2.9,1,0,0.71,5.0,9.8
7387,10.0,1,1,0.61,9.3,7.8
7388,6.4,1,0,0.71,7.5,9.8
7389,6.4,1,0,0.71,7.5,9.8
7390,6.4,1,0,0.71,7.5,9.8
7391,2.9,1,0,0.71,4.0,7.7
7392,6.4,1,0,0.71,7.5,9.8
7393,6.4,1,0,0.71,7.5,9.8
7394,6.4,1,0,0.71,7.5,9.8
7395,2.9,1,1,0.61,3.5,4.8
7396,2.9,1,1,0.61,3.5,4.8
7397,2.9,1,1,0.61,3.5,4.8
7398,2.9,1,1,0.61,3.5,4.8
7399,2.9,1,1,0.61,3.5,4.8
7400,2.9,1,0,0.61,4.3,5.9
7401,2.9,1,1,0.61,3.5,4.8
7402,2.9,1,1,0.61,3.5,4.8
7403,2.9,1,1,0.61,3.5,4.8
7404,2.9,1,1,0.61,3.5,4.8
7405,2.9,1,1,0.61,3.5,4.8
7406,6.4,1,1,0.61,6.8,7.8
7407,2.9,1,1,0.61,3.5,5.4
7408,2.9,1,0,0.71,4.0,6.5
7409,2.9,1,1,0.61,4.3,6.1
7410,6.4,1,0,0.71,7.5,9.8
7411,6.4,1,0,0.71,6.5,8.8
7412,6.4,1,0,0.71,6.5,8.8
7413,2.9,1,1,0.61,4.3,6.1
7414,6.4,1,0,0.71,6.5,8.8
7415,2.9,1,1,0.61,4.3,6.1
7416,2.9,1,1,0.61,4.3,6.1
7417,2.9,1,1,0.61,4.3,6.1
7418,4.9,1,1,0.61,4.9,4.6
7419,2.9,1,1,0.61,4.3,6.1
7420,2.9,1,1,0.61,4.3,6.1
7421,2.9,1,1,0.61,4.3,6.5
7422,6.4,1,0,0.71,6.5,8.8
7423,6.4,1,0,0.71,6.5,8.8
7424,6.4,1,0,0.71,6.5,8.8
7425,2.9,1,1,0.61,4.3,6.1
7426,6.4,1,0,0.71,7.5,9.8
7427,2.9,1,1,0.61,4.3,6.1
7428,6.4,1,0,0.71,6.5,8.8
7429,6.4,1,0,0.61,6.0,5.0
7430,2.9,1,0,0.71,5.0,7.5
7431,2.9,1,0,0.71,5.0,7.5
7432,2.9,1,0,0.71,5.0,7.5
7433,2.9,1,0,0.71,5.0,7.5
7434,6.4,1,0,0.71,7.5,9.8
7435,2.9,1,1,0.61,3.5,2.4
7436,2.9,1,0,0.71,5.0,7.5
7437,2.9,1,0,0.71,5.0,7.5
7438,4.9,1,0,0.61,4.9,3.3
7439,6.4,1,1,0.61,6.8,7.8
7440,6.4,1,0,0.71,7.5,9.8
7441,6.4,0.395,0,0.71,4.6,7.8
7442,10.0,0.395,1,0.61,6.9,7.8
7443,2.9,1,0,0.71,5.0,9.8
7444,6.4,1,1,0.61,6.8,8.8
7445,6.4,1,0,0.71,7.5,9.8
7446,6.4,1,0,0.61,6.0,7.5
7447,6.4,1,1,0.61,6.8,8.8
7448,6.4,0.646,0,0.71,5.8,8.8
7449,6.4,1,0,0.71,6.5,8.8
7450,2.9,1,0,0.71,5.0,7.5
7451,10.0,1,0,0.71,10.0,9.8
7452,6.4,1,1,0.61,6.8,7.8
7453,6.4,1,0,0.71,7.5,9.8
7454,2.9,1,1,0.61,4.3,4.3
7455,2.9,1,0,0.71,5.0,9.8
7456,6.9,1,0,0.71,7.8,7.5
7457,2.9,1,0,0.71,5.0,5.3
7458,6.4,1,0,0.71,6.5,8.8
7459,6.9,1,0,0.71,7.8,7.5
7460,2.9,1,0,0.71,5.0,9.8
7461,6.4,1,1,0.61,6.8,8.8
7462,6.4,1,1,0.61,6.8,7.8
7463,2.9,1,0,0.71,5.0,5.3
7464,2.9,1,0,0.71,5.0,7.5
7465,2.9,0.395,1,0.61,1.9,5.5
7466,2.9,0.395,0,0.71,2.1,5.5
7467,10.0,1,0,0.71,10.0,9.8
7468,2.9,1,0,0.71,5.0,7.5
7469,2.9,1,0,0.71,5.0,5.3
7470,4.9,0.395,0,0.71,3.6,6.0
7471,6.4,0.395,0,0.61,4.4,7.0
7472,6.4,1,0,0.71,7.5,9.8
7473,10.0,1,0,0.61,9.3,8.1
7474,6.4,1,0,0.71,7.5,9.8
7475,6.4,1,0,0.71,7.5,9.8
7476,2.9,1,0,0.71,5.0,7.5
7477,2.9,1,1,0.61,4.3,4.3
7478,10.0,0.395,0,0.71,7.2,7.8
7479,10.0,0.395,0,0.71,7.2,7.8
7480,10.0,1,0,0.71,10.0,9.8
7481,10.0,1,0,0.71,10.0,9.8
7482,10.0,1,0,0.71,10.0,9.8
7483,2.9,1,0,0.71,5.0,7.5
7484,2.9,1,0,0.71,5.0,7.5
7485,2.9,0.395,0,0.71,2.1,5.5
7486,2.9,1,0,0.71,5.0,7.5
7487,2.9,0.395,0,0.71,2.1,5.5
7488,4.9,0.395,0,0.71,3.6,7.7
7489,2.9,1,0,0.71,5.0,7.5
7490,2.9,1,0,0.61,4.3,5.9
7491,2.9,1,0,0.71,5.0,7.5
7492,2.9,1,0,0.71,5.0,7.5
7493,2.9,1,0,0.71,5.0,5.3
7494,2.9,1,0,0.71,5.0,7.5
7495,4.9,1,0,0.71,6.4,9.1
7496,6.4,1,1,0.61,6.8,8.8
7497,6.4,1,0,0.71,7.5,9.8
7498,6.4,1,0,0.71,7.5,9.8
7499,2.9,1,0,0.71,5.0,7.5
7500,4.9,1,0,0.71,6.4,9.1
7501,6.4,1,0,0.71,7.5,9.8
